time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-08-11 09:35:00,HBLENGINE,LONG,678.00,1316,CLOSED,2025-08-11 09:37:00,674.61,-4461.24,SL
2025-08-11 15:21:00,PGEL,LONG,511.75,1744,CLOSED,2025-08-11 15:29:00,512.82,1874.36,TRAIL
2025-08-11 09:41:00,SBIN,LONG,821.45,1086,CLOSED,2025-08-11 15:29:00,821.00,-488.70,EOD
2025-08-11 09:56:00,TATAMOTORS,LONG,650.70,1371,CLOSED,2025-08-11 09:59:00,647.45,-4460.55,SL
2025-08-11 12:50:00,BSE,LONG,2411.00,370,CLOSED,2025-08-11 14:38:00,2398.95,-4460.35,SL
2025-08-11 10:00:00,VOLTAS,LONG,1242.00,718,CLOSED,2025-08-11 10:32:00,1240.62,-987.25,TRAIL
2025-08-11 09:53:00,RELIANCE,LONG,1371.90,650,CLOSED,2025-08-11 15:29:00,1384.70,8320.00,EOD
