time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-08-21 09:44:00,CLEAN,LONG,1154.80,725,CLOSED,2025-08-21 09:46:00,1154.28,-378.81,TRAIL
2025-08-21 09:30:00,SWIGGY,LONG,437.00,1918,CLOSED,2025-08-21 09:56:00,440.07,5896.89,TRAIL
2025-08-21 09:25:00,GODFRYPHLP,LONG,11345.50,73,CLOSED,2025-08-21 09:26:00,11288.77,-4141.11,SL
2025-08-21 09:44:00,WAAREEENER,LONG,3277.90,255,CLOSED,2025-08-21 09:56:00,3274.26,-928.84,TRAIL
2025-08-21 09:26:00,TCS,LONG,3094.30,270,CLOSED,2025-08-21 15:21:00,3096.50,594.20,TRAIL
2025-08-21 09:33:00,RELIANCE,LONG,1430.90,585,CLOSED,2025-08-21 15:21:00,1423.75,-4185.38,SL
2025-08-21 09:40:00,JWL,LONG,367.90,2278,CLOSED,2025-08-21 09:44:00,369.01,2532.00,TRAIL
2025-08-21 10:05:00,INFY,LONG,1491.70,561,CLOSED,2025-08-21 15:29:00,1495.00,1851.30,EOD
2025-08-21 09:58:00,HDFCBANK,LONG,1990.00,421,CLOSED,2025-08-21 15:29:00,1990.90,378.90,EOD
