time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-08-04 09:25:00,MCX,LONG,7928.00,120,CLOSED,2025-08-04 09:44:00,7888.36,-4756.80,SL
2025-08-04 09:27:00,DELHIVERY,LONG,452.55,2108,CLOSED,2025-08-04 09:28:00,450.29,-4769.88,SL
2025-08-04 09:25:00,FEDERALBNK,LONG,194.22,4912,CLOSED,2025-08-04 09:26:00,193.25,-4770.04,SL
2025-08-04 09:25:00,SARDAEN,SHORT,500.00,1908,CLOSED,2025-08-04 09:26:00,502.50,-4770.00,SL
2025-08-04 09:25:00,JIOFIN,LONG,335.00,2848,CLOSED,2025-08-04 09:43:00,333.32,-4770.40,SL
2025-08-04 09:25:00,TATAPOWER,SHORT,376.25,2535,CLOSED,2025-08-04 09:26:00,378.13,-4768.97,SL
2025-08-04 09:28:00,ITC,LONG,419.45,2274,CLOSED,2025-08-04 10:32:00,417.35,-4769.15,SL
2025-08-04 09:25:00,PNBHOUSING,LONG,811.00,1176,CLOSED,2025-08-04 09:40:00,806.94,-4768.68,SL
2025-08-04 09:27:00,UPL,LONG,704.40,1354,CLOSED,2025-08-04 09:45:00,706.56,2925.66,TRAIL
2025-08-04 09:25:00,ABB,LONG,5355.00,178,CLOSED,2025-08-04 09:26:00,5328.22,-4765.95,SL
