time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-08-14 09:34:00,MUTHOOTFIN,SHORT,2760.00,271,CLOSED,2025-08-14 09:36:00,2773.80,-3739.80,SL
2025-08-14 09:25:00,INFY,LONG,1449.60,517,CLOSED,2025-08-14 11:34:00,1458.98,4846.88,TRAIL
2025-08-14 09:51:00,VMM,SHORT,144.40,5191,CLOSED,2025-08-14 09:52:00,145.12,-3747.90,SL
2025-08-14 09:57:00,WAAREEENER,LONG,2936.00,255,CLOSED,2025-08-14 10:00:00,2921.32,-3743.40,SL
2025-08-14 09:26:00,NAUKRI,LONG,1360.20,551,CLOSED,2025-08-14 09:34:00,1353.40,-3747.35,SL
2025-08-14 09:34:00,HBLENGINE,LONG,756.95,990,CLOSED,2025-08-14 09:35:00,753.17,-3746.90,SL
2025-08-14 10:01:00,BSE,SHORT,2465.40,304,CLOSED,2025-08-14 10:11:00,2477.73,-3747.41,SL
2025-08-14 09:36:00,HDFCBANK,LONG,1989.80,376,CLOSED,2025-08-14 15:29:00,1989.20,-225.60,EOD
2025-08-14 09:25:00,JUBLFOOD,LONG,660.95,1134,CLOSED,2025-08-14 09:29:00,657.65,-3747.59,SL
2025-08-14 09:53:00,BPCL,SHORT,320.20,2340,CLOSED,2025-08-14 10:26:00,321.80,-3746.34,SL
