time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-08-28 09:26:00,INDIGO,SHORT,5781.00,111,CLOSED,2025-08-28 12:29:00,5753.83,3015.59,TRAIL
2025-08-28 09:25:00,WAAREEENER,SHORT,3280.70,196,CLOSED,2025-08-28 09:26:00,3297.10,-3215.09,SL
2025-08-28 09:26:00,SHRIRAMFIN,SHORT,578.60,1113,CLOSED,2025-08-28 09:43:00,579.61,-1129.42,TRAIL
2025-08-28 09:29:00,OLAELEC,LONG,52.10,12369,CLOSED,2025-08-28 09:35:00,52.16,691.12,TRAIL
2025-08-28 09:40:00,ICICIBANK,LONG,1411.80,456,CLOSED,2025-08-28 12:03:00,1404.74,-3218.90,SL
2025-08-28 09:25:00,HDFCBANK,SHORT,955.00,674,CLOSED,2025-08-28 09:26:00,959.77,-3218.35,SL
2025-08-28 09:58:00,HINDUNILVR,SHORT,2669.70,241,CLOSED,2025-08-28 15:29:00,2653.80,3831.90,EOD
2025-08-28 09:25:00,RELIANCE,SHORT,1368.00,471,CLOSED,2025-08-28 09:45:00,1374.84,-3221.64,SL
2025-08-28 09:25:00,HEROMOTOCO,LONG,5151.60,125,CLOSED,2025-08-28 12:27:00,5150.08,-189.69,TRAIL
2025-08-28 09:32:00,M&M,SHORT,3295.50,195,CLOSED,2025-08-28 09:45:00,3311.98,-3213.11,SL
