time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-08-22 09:36:00,BSE,LONG,2346.80,307,CLOSED,2025-08-22 09:43:00,2335.07,-3602.34,SL
2025-08-22 09:25:00,OLAELEC,SHORT,48.31,14948,CLOSED,2025-08-22 09:26:00,48.55,-3610.69,SL
2025-08-22 09:25:00,VEDL,SHORT,444.60,1624,CLOSED,2025-08-22 09:47:00,446.82,-3610.15,SL
2025-08-22 10:00:00,HDFCBANK,SHORT,1971.00,366,CLOSED,2025-08-22 13:20:00,1971.78,-284.84,TRAIL
2025-08-22 09:52:00,TITAGARH,SHORT,850.50,849,CLOSED,2025-08-22 10:08:00,854.75,-3610.37,SL
2025-08-22 09:50:00,WAAREEENER,LONG,3214.00,224,CLOSED,2025-08-22 11:54:00,3197.93,-3599.68,SL
2025-08-22 09:56:00,LEMONTREE,SHORT,166.75,4330,CLOSED,2025-08-22 09:59:00,167.58,-3610.14,SL
2025-08-22 10:00:00,ICICIBANK,SHORT,1430.70,504,CLOSED,2025-08-22 11:41:00,1437.85,-3605.36,SL
2025-08-22 09:29:00,SWIGGY,LONG,427.60,1688,CLOSED,2025-08-22 09:30:00,425.46,-3608.94,SL
2025-08-22 09:25:00,ETERNAL,LONG,321.55,2245,CLOSED,2025-08-22 09:48:00,319.94,-3609.40,SL
