time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-08-20 09:25:00,OLAELEC,SHORT,47.48,14847,CLOSED,2025-08-20 09:26:00,47.72,-3524.68,SL
2025-08-20 09:25:00,BHARTIARTL,SHORT,1935.50,364,CLOSED,2025-08-20 15:29:00,1930.00,2002.00,EOD
2025-08-20 09:52:00,HAL,SHORT,4531.00,155,CLOSED,2025-08-20 15:29:00,4470.00,9455.00,EOD
2025-08-20 09:25:00,ETERNAL,LONG,327.50,2152,CLOSED,2025-08-20 09:29:00,325.86,-3523.90,SL
2025-08-20 09:33:00,M&M,LONG,3370.00,209,CLOSED,2025-08-20 15:29:00,3392.00,4598.00,EOD
2025-08-20 09:58:00,DABUR,LONG,529.60,1331,CLOSED,2025-08-20 10:06:00,526.95,-3524.49,SL
2025-08-20 09:33:00,BEL,SHORT,375.45,1877,CLOSED,2025-08-20 15:29:00,371.80,6851.05,EOD
2025-08-20 09:26:00,HCLTECH,LONG,1466.90,480,CLOSED,2025-08-20 14:49:00,1496.24,14082.24,TG
2025-08-20 10:00:00,GODFRYPHLP,LONG,10550.00,66,CLOSED,2025-08-20 10:02:00,10497.25,-3481.50,SL
2025-08-20 09:25:00,AUROPHARMA,LONG,1068.30,659,CLOSED,2025-08-20 09:30:00,1062.96,-3520.05,SL
