time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-08-12 09:39:00,PGEL,SHORT,521.55,1507,CLOSED,2025-08-12 09:43:00,522.49,-1415.83,TRAIL
2025-08-12 09:25:00,HBLENGINE,LONG,707.20,1111,CLOSED,2025-08-12 09:30:00,703.66,-3928.50,SL
2025-08-12 09:25:00,TITAGARH,LONG,815.30,964,CLOSED,2025-08-12 09:31:00,811.22,-3929.75,SL
2025-08-12 09:25:00,HINDALCO,LONG,677.75,1160,CLOSED,2025-08-12 09:26:00,674.36,-3930.95,SL
2025-08-12 09:31:00,ASTRAL,SHORT,1287.60,610,CLOSED,2025-08-12 09:32:00,1294.04,-3927.18,SL
2025-08-12 09:25:00,HAL,LONG,4395.20,178,CLOSED,2025-08-12 09:34:00,4373.22,-3911.73,SL
2025-08-12 09:25:00,SUZLON,SHORT,63.43,12397,CLOSED,2025-08-12 09:49:00,63.75,-3931.71,SL
2025-08-12 09:26:00,JMFINANCIL,SHORT,161.70,4863,CLOSED,2025-08-12 09:28:00,162.51,-3931.74,SL
2025-08-12 09:50:00,INFY,LONG,1439.40,546,CLOSED,2025-08-12 10:30:00,1432.20,-3929.56,SL
2025-08-12 10:00:00,LT,LONG,3722.00,211,CLOSED,2025-08-12 10:38:00,3703.39,-3926.71,SL
