time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-08-19 09:30:00,RELIANCE,LONG,1413.60,506,CLOSED,2025-08-19 15:29:00,1421.00,3744.40,EOD
2025-08-19 09:25:00,BHARTIARTL,LONG,1931.10,370,CLOSED,2025-08-19 09:52:00,1921.44,-3572.54,SL
2025-08-19 09:27:00,OLAELEC,LONG,43.59,16422,CLOSED,2025-08-19 09:30:00,43.37,-3579.17,SL
2025-08-19 09:38:00,VEDL,LONG,447.85,1598,CLOSED,2025-08-19 15:29:00,449.95,3355.80,EOD
2025-08-19 09:25:00,HAL,SHORT,4425.10,161,CLOSED,2025-08-19 09:26:00,4447.23,-3562.21,SL
2025-08-19 09:36:00,HDFCBANK,SHORT,1998.30,358,CLOSED,2025-08-19 15:29:00,1990.00,2971.40,EOD
2025-08-19 09:35:00,WAAREEENER,LONG,3081.00,232,CLOSED,2025-08-19 09:41:00,3065.60,-3573.96,SL
2025-08-19 09:50:00,MARUTI,LONG,14139.00,50,CLOSED,2025-08-19 10:50:00,14068.30,-3534.75,SL
2025-08-19 09:25:00,ICICIBANK,LONG,1438.50,497,CLOSED,2025-08-19 09:50:00,1431.31,-3574.67,SL
2025-08-19 09:50:00,M&M,LONG,3362.50,212,CLOSED,2025-08-19 13:40:00,3364.58,439.90,TRAIL
