time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-08-05 09:25:00,HDFCBANK,SHORT,1972.70,463,CLOSED,2025-08-05 10:21:00,1982.56,-4566.80,SL
2025-08-05 09:46:00,PAYTM,SHORT,1059.00,863,CLOSED,2025-08-05 09:50:00,1064.29,-4569.58,SL
2025-08-05 09:25:00,INDUSINDBK,LONG,844.40,1082,CLOSED,2025-08-05 09:28:00,842.33,-2234.60,TRAIL
2025-08-05 09:40:00,GODFRYPHLP,LONG,9844.50,92,CLOSED,2025-08-05 09:46:00,9795.28,-4528.47,SL
2025-08-05 09:25:00,KAYNES,SHORT,6410.50,142,CLOSED,2025-08-05 09:26:00,6442.55,-4551.45,SL
2025-08-05 09:25:00,JIOFIN,LONG,337.40,2709,CLOSED,2025-08-05 09:48:00,335.71,-4570.08,SL
2025-08-05 09:25:00,SARDAEN,LONG,541.65,1687,CLOSED,2025-08-05 09:26:00,538.94,-4568.82,SL
2025-08-05 09:25:00,M&M,LONG,3192.70,286,CLOSED,2025-08-05 09:48:00,3176.74,-4565.56,SL
2025-08-05 09:30:00,MCX,SHORT,7700.00,118,CLOSED,2025-08-05 09:38:00,7738.50,-4543.00,SL
2025-08-05 09:25:00,RELIANCE,LONG,1403.00,651,CLOSED,2025-08-05 10:42:00,1395.98,-4566.77,SL
