time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-08-08 10:00:00,BHARTIARTL,SHORT,1863.30,442,CLOSED,2025-08-08 12:12:00,1872.62,-4117.89,SL
2025-08-08 09:25:00,BSE,SHORT,2385.00,345,CLOSED,2025-08-08 09:26:00,2396.92,-4114.12,SL
2025-08-08 09:25:00,AUBANK,SHORT,753.95,1094,CLOSED,2025-08-08 09:26:00,757.72,-4124.11,SL
2025-08-08 09:30:00,KALYANKJIL,SHORT,544.00,1516,CLOSED,2025-08-08 09:31:00,539.01,7561.05,TRAIL
2025-08-08 09:25:00,HDFCBANK,SHORT,1983.70,415,CLOSED,2025-08-08 15:29:00,1972.00,4855.50,EOD
2025-08-08 10:00:00,CUMMINSIND,LONG,3822.80,215,CLOSED,2025-08-08 10:10:00,3803.69,-4109.51,SL
2025-08-08 09:26:00,TITAN,LONG,3464.10,238,CLOSED,2025-08-08 09:27:00,3446.78,-4122.28,SL
2025-08-08 09:25:00,COFORGE,LONG,1645.40,501,CLOSED,2025-08-08 09:26:00,1637.17,-4121.73,SL
2025-08-08 09:26:00,GODFRYPHLP,SHORT,9952.50,82,CLOSED,2025-08-08 09:27:00,9954.10,-131.20,TRAIL
2025-08-08 09:25:00,ETERNAL,SHORT,298.90,2760,CLOSED,2025-08-08 09:46:00,300.39,-4124.82,SL
