time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-07-01 09:25:00,RAYMOND,LONG,765.50,1306,CLOSED,2025-07-01 09:26:00,761.67,-5001.98,SL
2025-07-01 09:25:00,APOLLOHOSP,LONG,7569.50,132,CLOSED,2025-07-01 09:26:00,7531.65,-4996.20,SL
2025-07-01 09:52:00,WAAREEENER,SHORT,3110.10,321,CLOSED,2025-07-01 10:30:00,3103.10,2247.00,TRAIL
2025-07-01 09:28:00,DIXON,SHORT,14480.00,69,CLOSED,2025-07-01 09:47:00,14552.40,-4995.60,SL
2025-07-01 09:25:00,BDL,SHORT,1969.80,507,CLOSED,2025-07-01 09:26:00,1979.65,-4993.95,SL
2025-07-01 09:25:00,BEL,SHORT,425.30,2351,CLOSED,2025-07-01 09:26:00,427.43,-5007.63,SL
2025-07-01 09:25:00,MAZDOCK,SHORT,3282.20,304,CLOSED,2025-07-01 09:31:00,3298.61,-4988.64,SL
2025-07-01 09:25:00,IDFCFIRSTB,LONG,75.52,13241,CLOSED,2025-07-01 09:30:00,75.14,-5031.58,SL
2025-07-01 09:55:00,HDFCBANK,SHORT,1002.80,997,CLOSED,2025-07-01 14:38:00,1007.81,-4994.97,SL
2025-07-01 09:25:00,CDSL,SHORT,1780.40,561,CLOSED,2025-07-01 09:56:00,1789.30,-4992.90,SL
