time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-08-28 09:25:00,INDIGO,SHORT,5781.00,172,CLOSED,2025-08-28 12:29:00,5753.83,4673.24,TRAIL
2025-08-28 09:25:00,WAAREEENER,LONG,3309.00,302,CLOSED,2025-08-28 09:35:00,3292.45,-4998.10,SL
2025-08-28 09:25:00,SHRIRAMFIN,SHORT,581.00,1721,CLOSED,2025-08-28 09:43:00,579.61,2392.19,TRAIL
2025-08-28 09:25:00,OLAELEC,LONG,51.70,19342,CLOSED,2025-08-28 09:35:00,52.16,8897.32,TRAIL
2025-08-28 09:25:00,ICICIBANK,SHORT,1401.60,713,CLOSED,2025-08-28 09:40:00,1408.61,-4998.13,SL
2025-08-28 09:25:00,HDFCBANK,SHORT,955.00,1047,CLOSED,2025-08-28 09:26:00,959.77,-4994.19,SL
2025-08-28 09:25:00,RELIANCE,SHORT,1368.00,730,CLOSED,2025-08-28 09:45:00,1374.84,-4993.20,SL
2025-08-28 09:25:00,HEROMOTOCO,LONG,5151.60,194,CLOSED,2025-08-28 12:27:00,5150.08,-294.88,TRAIL
2025-08-28 09:25:00,M&M,SHORT,3298.80,303,CLOSED,2025-08-28 11:33:00,3315.29,-4996.47,SL
