time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-08-08 09:25:00,BHARTIARTL,SHORT,1873.70,416,CLOSED,2025-08-08 12:14:00,1874.15,-187.20,TRAIL
2025-08-08 09:25:00,AUBANK,LONG,760.60,1026,CLOSED,2025-08-08 09:26:00,756.80,-3898.80,SL
2025-08-08 09:30:00,KALYANKJIL,SHORT,544.00,1435,CLOSED,2025-08-08 09:31:00,539.01,7160.65,TRAIL
2025-08-08 09:25:00,CUMMINSIND,LONG,3730.00,209,CLOSED,2025-08-08 09:27:00,3711.35,-3897.85,SL
2025-08-08 09:25:00,TITAN,LONG,3446.90,226,CLOSED,2025-08-08 09:36:00,3429.67,-3893.98,SL
2025-08-08 13:20:00,COFORGE,SHORT,1612.40,484,CLOSED,2025-08-08 15:29:00,1606.90,2662.00,EOD
2025-08-08 10:50:00,GODFRYPHLP,LONG,10250.00,76,CLOSED,2025-08-08 10:56:00,10348.80,7508.80,TRAIL
2025-08-08 10:23:00,ETERNAL,LONG,301.75,2588,CLOSED,2025-08-08 10:52:00,300.24,-3907.88,SL
