time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-08-21 09:25:00,CLEAN,SHORT,1070.50,745,CLOSED,2025-08-21 09:26:00,1075.85,-3985.75,SL
2025-08-21 09:25:00,SWIGGY,LONG,434.45,1836,CLOSED,2025-08-21 09:26:00,434.17,-514.08,TRAIL
2025-08-21 09:25:00,GODFRYPHLP,LONG,11345.50,70,CLOSED,2025-08-21 09:26:00,11288.77,-3971.10,SL
2025-08-21 09:25:00,WAAREEENER,LONG,3224.00,247,CLOSED,2025-08-21 09:26:00,3207.88,-3981.64,SL
2025-08-21 09:25:00,TCS,LONG,3091.00,258,CLOSED,2025-08-21 15:21:00,3096.50,1419.00,TRAIL
2025-08-21 09:25:00,RELIANCE,LONG,1427.50,558,CLOSED,2025-08-21 15:29:00,1424.50,-1674.00,EOD
2025-08-21 09:25:00,JWL,LONG,359.80,2217,CLOSED,2025-08-21 09:26:00,359.98,399.06,TRAIL
2025-08-21 10:00:00,INFY,LONG,1490.70,535,CLOSED,2025-08-21 15:29:00,1495.00,2300.50,EOD
2025-08-21 10:00:00,HDFCBANK,LONG,1990.50,400,CLOSED,2025-08-21 15:29:00,1990.90,160.00,EOD
