time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-08-04 09:25:00,MCX,LONG,7928.00,126,CLOSED,2025-08-04 09:44:00,7888.36,-4994.64,SL
2025-08-04 09:25:00,DELHIVERY,LONG,448.50,2229,CLOSED,2025-08-04 09:27:00,449.16,1471.14,TRAIL
2025-08-04 09:25:00,SARDAEN,LONG,508.20,1967,CLOSED,2025-08-04 09:26:00,505.66,-4996.18,SL
2025-08-04 09:25:00,JIOFIN,LONG,335.00,2985,CLOSED,2025-08-04 09:43:00,333.32,-5014.80,SL
2025-08-04 09:25:00,TATAPOWER,SHORT,376.25,2657,CLOSED,2025-08-04 09:26:00,378.13,-4995.16,SL
2025-08-04 09:25:00,ITC,LONG,419.70,2382,CLOSED,2025-08-04 09:47:00,417.60,-5002.20,SL
2025-08-04 09:40:00,PNBHOUSING,SHORT,806.65,1239,CLOSED,2025-08-04 09:42:00,800.86,7173.81,TRAIL
2025-08-04 13:20:00,UPL,LONG,713.50,1401,CLOSED,2025-08-04 14:24:00,714.05,770.55,TRAIL
2025-08-04 09:25:00,ABB,SHORT,5247.00,190,CLOSED,2025-08-04 09:26:00,5273.23,-4983.70,SL
