time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-07-17 12:40:00,TECHM,SHORT,1567.80,581,CLOSED,2025-07-17 13:53:00,1575.64,-4555.04,SL
2025-07-17 09:40:00,SBIN,LONG,832.00,1096,CLOSED,2025-07-17 10:14:00,836.18,4581.28,TRAIL
2025-07-17 09:25:00,ICICIBANK,SHORT,1410.80,646,CLOSED,2025-07-17 11:36:00,1417.85,-4554.30,SL
2025-07-17 09:25:00,ANGELONE,LONG,2748.00,331,CLOSED,2025-07-17 09:32:00,2734.26,-4547.94,SL
2025-07-17 09:25:00,SONACOMS,LONG,462.45,1972,CLOSED,2025-07-17 09:26:00,460.14,-4555.32,SL
2025-07-17 15:10:00,HDFCBANK,SHORT,993.20,918,CLOSED,2025-07-17 15:29:00,992.80,367.20,EOD
2025-07-17 09:25:00,GLENMARK,LONG,2254.10,404,CLOSED,2025-07-17 09:32:00,2242.83,-4553.08,SL
2025-07-17 09:25:00,M&M,LONG,3218.00,283,CLOSED,2025-07-17 09:30:00,3201.91,-4553.47,SL
2025-07-17 12:00:00,BSE,SHORT,2505.00,364,CLOSED,2025-07-17 12:14:00,2479.56,9260.16,TRAIL
2025-07-17 09:25:00,SAMMAANCAP,LONG,132.58,6880,CLOSED,2025-07-17 09:40:00,131.92,-4540.80,SL
