time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-07-04 09:30:00,EMCURE,SHORT,1259.50,721,CLOSED,2025-07-04 10:12:00,1265.80,-4542.30,SL
2025-07-04 09:25:00,BSE,SHORT,2670.00,340,CLOSED,2025-07-04 09:36:00,2671.29,-438.60,TRAIL
2025-07-04 09:25:00,TRENT,SHORT,5685.50,159,CLOSED,2025-07-04 09:26:00,5713.93,-4520.37,SL
2025-07-04 09:25:00,ANGELONE,SHORT,2790.60,325,CLOSED,2025-07-04 09:42:00,2787.35,1056.25,TRAIL
2025-07-04 11:20:00,CDSL,SHORT,1766.20,514,CLOSED,2025-07-04 11:55:00,1730.88,18154.48,TG
2025-07-04 09:25:00,BDL,LONG,1989.90,456,CLOSED,2025-07-04 09:54:00,1994.93,2293.68,TRAIL
2025-07-04 09:25:00,BAJFINANCE,LONG,931.60,975,CLOSED,2025-07-04 10:04:00,933.64,1989.00,TRAIL
2025-07-04 09:25:00,BEL,LONG,431.80,2104,CLOSED,2025-07-04 09:38:00,429.64,-4544.64,SL
2025-07-04 09:25:00,MARICO,LONG,742.00,1224,CLOSED,2025-07-04 09:34:00,738.29,-4541.04,SL
2025-07-04 09:25:00,MAZDOCK,LONG,3330.00,272,CLOSED,2025-07-04 10:19:00,3341.75,3196.00,TRAIL
