time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-08-26 09:25:00,SAILIFE,SHORT,871.10,907,CLOSED,2025-08-26 09:30:00,875.46,-3954.52,SL
2025-08-26 09:40:00,IDEA,SHORT,6.83,115688,CLOSED,2025-08-26 09:42:00,6.78,5784.40,TRAIL
2025-08-26 09:25:00,BSE,SHORT,2248.10,351,CLOSED,2025-08-26 09:26:00,2259.34,-3945.24,SL
2025-08-26 09:25:00,BLS,LONG,376.45,2098,CLOSED,2025-08-26 09:26:00,375.76,-1447.62,TRAIL
2025-08-26 09:25:00,HDFCBANK,SHORT,971.70,813,CLOSED,2025-08-26 15:29:00,972.30,-487.80,EOD
2025-08-26 13:40:00,ETERNAL,LONG,320.55,2464,CLOSED,2025-08-26 14:15:00,318.95,-3942.40,SL
2025-08-26 09:40:00,WAAREEENER,LONG,3170.00,249,CLOSED,2025-08-26 11:40:00,3190.39,5077.11,TRAIL
2025-08-26 09:25:00,VMM,LONG,150.40,5253,CLOSED,2025-08-26 09:35:00,150.10,-1575.90,TRAIL
2025-08-26 09:25:00,MAZDOCK,SHORT,2681.10,294,CLOSED,2025-08-26 09:27:00,2694.51,-3942.54,SL
2025-08-26 09:40:00,SWIGGY,LONG,427.15,1849,CLOSED,2025-08-26 10:15:00,427.07,-147.92,TRAIL
