time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-07-31 09:25:00,JIOFIN,LONG,327.85,2711,CLOSED,2025-07-31 09:26:00,327.97,325.32,TRAIL
2025-07-31 09:25:00,WAAREEENER,SHORT,2955.00,300,CLOSED,2025-07-31 09:26:00,2969.77,-4431.00,SL
2025-07-31 11:10:00,M&M,LONG,3213.00,276,CLOSED,2025-07-31 11:47:00,3213.91,251.16,TRAIL
2025-07-31 09:25:00,RELIANCE,SHORT,1385.60,641,CLOSED,2025-07-31 10:50:00,1392.53,-4442.13,SL
2025-07-31 09:25:00,HEG,LONG,577.90,1538,CLOSED,2025-07-31 09:30:00,575.01,-4444.82,SL
2025-07-31 10:20:00,HDFCBANK,SHORT,1005.60,883,CLOSED,2025-07-31 11:35:00,1010.63,-4441.49,SL
2025-07-31 10:46:00,INDIGO,LONG,5817.00,152,CLOSED,2025-07-31 11:05:00,5805.13,-1804.24,TRAIL
2025-07-31 09:25:00,ICICIBANK,SHORT,1468.30,605,CLOSED,2025-07-31 11:25:00,1475.64,-4440.70,SL
2025-07-31 09:25:00,DMART,LONG,4307.00,206,CLOSED,2025-07-31 10:08:00,4311.22,869.32,TRAIL
2025-07-31 09:25:00,ETERNAL,LONG,306.35,2901,CLOSED,2025-07-31 09:34:00,307.38,2988.03,TRAIL
