time,symbol,side,entry_price,size,status,exit_time,exit_price,pnl,reason
2025-07-02 09:25:00,RAYMOND,LONG,771.45,1240,CLOSED,2025-07-02 09:26:00,767.59,-4786.40,SL
2025-07-02 09:25:00,INFY,LONG,1640.70,583,CLOSED,2025-07-02 10:19:00,1636.63,-2372.81,TRAIL
2025-07-02 09:25:00,WAAREEENER,SHORT,3020.40,316,CLOSED,2025-07-02 09:39:00,3013.43,2202.52,TRAIL
2025-07-02 09:25:00,RBLBANK,LONG,260.08,3680,CLOSED,2025-07-02 09:26:00,258.78,-4784.00,SL
2025-07-02 09:25:00,INDUSINDBK,SHORT,853.00,1122,CLOSED,2025-07-02 09:26:00,857.26,-4779.72,SL
2025-07-02 09:25:00,HDFCBANK,SHORT,998.80,958,CLOSED,2025-07-02 15:29:00,992.80,5748.00,EOD
2025-07-02 09:25:00,TCS,LONG,3470.00,275,CLOSED,2025-07-02 10:16:00,3463.73,-1724.25,TRAIL
2025-07-02 09:25:00,RITES,LONG,295.00,3244,CLOSED,2025-07-02 09:27:00,293.52,-4801.12,SL
