time,symbol,side,entry_price,size,position_value,status,exit_time,exit_price,pnl,reason,stop_loss,target,trail_active,trail_stop
2025-08-07 09:25:00,KOTAKBANK,SHORT,1971.10,432,851515.20,CLOSED,2025-08-07 10:14:00,1980.96,-4257.58,SL,1980.96,1931.68,False,
2025-08-07 09:31:00,ETERNAL,LONG,298.10,2861,852864.10,CLOSED,2025-08-07 09:41:00,296.61,-4264.32,SL,296.61,304.06,False,
2025-08-07 09:25:00,GODFRYPHLP,LONG,10544.00,80,843520.00,CLOSED,2025-08-07 09:26:00,10491.28,-4217.60,SL,10491.28,10754.88,False,
2025-08-07 09:27:00,TRENT,LONG,5398.00,158,852884.00,CLOSED,2025-08-07 09:33:00,5399.20,189.60,TRAIL,5371.01,5505.96,True,5399.20
2025-08-07 09:49:00,SARDAEN,SHORT,572.05,1490,852354.50,CLOSED,2025-08-07 09:53:00,574.91,-4261.77,SL,574.91,560.61,False,
2025-08-07 09:25:00,FORTIS,SHORT,883.60,965,852674.00,CLOSED,2025-08-07 09:41:00,888.02,-4263.37,SL,888.02,865.93,False,
2025-08-07 09:25:00,WAAREEENER,SHORT,3152.00,270,851040.00,CLOSED,2025-08-07 09:26:00,3167.76,-4255.20,SL,3167.76,3088.96,False,
2025-08-07 09:25:00,LUPIN,LONG,1934.00,441,852894.00,CLOSED,2025-08-07 09:49:00,1924.33,-4264.47,SL,1924.33,1972.68,False,
2025-08-07 10:04:00,BHEL,SHORT,227.50,3749,852897.50,CLOSED,2025-08-07 10:18:00,226.40,4141.43,TRAIL,228.64,222.95,True,226.40
2025-08-07 09:25:00,BRITANNIA,LONG,5547.00,153,848691.00,CLOSED,2025-08-07 09:27:00,5519.26,-4243.45,SL,5519.27,5657.94,False,
