time,symbol,side,entry_price,size,position_value,status,exit_time,exit_price,pnl,reason,stop_loss,target,trail_active,trail_stop
2025-08-06 09:27:00,GODFRYPHLP,SHORT,10232.50,85,869762.50,CLOSED,2025-08-06 09:28:00,10283.66,-4348.81,SL,10283.66,10027.85,False,
2025-08-06 10:12:00,BHARTIARTL,SHORT,1941.30,448,869702.40,CLOSED,2025-08-06 15:25:00,1928.10,5913.60,EOD,1951.01,1902.47,True,1936.01
2025-08-06 09:25:00,NEWGEN,LONG,973.65,894,870443.10,CLOSED,2025-08-06 09:28:00,968.78,-4352.22,SL,968.78,993.12,False,
2025-08-06 09:50:00,BSE,SHORT,2291.30,380,870694.00,CLOSED,2025-08-06 09:52:00,2302.76,-4353.47,SL,2302.76,2245.47,False,
2025-08-06 09:46:00,BEL,SHORT,387.60,2246,870549.60,CLOSED,2025-08-06 10:25:00,389.54,-4352.75,SL,389.54,379.85,False,
2025-08-06 09:26:00,HDFCBANK,LONG,1977.10,440,869924.00,CLOSED,2025-08-06 15:25:00,1986.90,4312.00,EOD,1967.21,2016.64,True,1973.09
2025-08-06 09:25:00,LUPIN,LONG,1862.00,467,869554.00,CLOSED,2025-08-06 09:36:00,1860.34,-774.29,TRAIL,1852.69,1899.24,True,1860.34
2025-08-06 09:25:00,NCC,LONG,220.35,3952,870823.20,CLOSED,2025-08-06 09:26:00,219.25,-4354.12,SL,219.25,224.76,False,
2025-08-06 09:38:00,WAAREEENER,SHORT,3075.50,283,870366.50,CLOSED,2025-08-06 10:12:00,3090.88,-4351.83,SL,3090.88,3013.99,False,
2025-08-06 09:36:00,INFY,SHORT,1442.70,603,869948.10,CLOSED,2025-08-06 12:21:00,1444.86,-1299.92,TRAIL,1449.91,1413.85,True,1444.86
