time,symbol,side,entry_price,size,position_value,status,exit_time,exit_price,pnl,reason,stop_loss,target,trail_active,trail_stop
2025-08-26 09:25:00,SAILIFE,LONG,871.85,769,670452.65,CLOSED,2025-08-26 09:45:00,867.49,-3352.26,SL,867.49,889.29,True,870.52
2025-08-26 09:42:00,IDEA,SHORT,6.73,99685,670880.05,CLOSED,2025-08-26 09:43:00,6.72,994.36,TRAIL,6.76,6.60,True,6.72
2025-08-26 09:27:00,BSE,SHORT,2248.10,298,669933.80,CLOSED,2025-08-26 09:29:00,2259.34,-3349.67,SL,2259.34,2203.14,False,
2025-08-26 09:25:00,BLS,SHORT,374.05,1793,670671.65,CLOSED,2025-08-26 09:26:00,375.92,-3353.36,SL,375.92,366.57,False,
2025-08-26 09:29:00,HDFCBANK,SHORT,970.10,691,670339.10,CLOSED,2025-08-26 11:12:00,974.95,-3351.70,SL,974.95,950.70,False,
2025-08-26 09:32:00,ETERNAL,LONG,320.70,2091,670583.70,CLOSED,2025-08-26 09:35:00,319.10,-3352.92,SL,319.10,327.11,False,
2025-08-26 09:25:00,WAAREEENER,SHORT,3127.50,214,669285.00,CLOSED,2025-08-26 09:26:00,3143.14,-3346.42,SL,3143.14,3064.95,False,
2025-08-26 09:26:00,VMM,SHORT,149.75,4480,670880.00,CLOSED,2025-08-26 09:30:00,150.50,-3354.40,SL,150.50,146.75,False,
2025-08-26 09:46:00,MAZDOCK,SHORT,2676.00,250,669000.00,CLOSED,2025-08-26 10:05:00,2689.38,-3345.00,SL,2689.38,2622.48,False,
2025-08-26 09:45:00,SWIGGY,LONG,429.40,1562,670722.80,CLOSED,2025-08-26 10:07:00,427.25,-3353.61,SL,427.25,437.99,False,
