time,symbol,side,entry_price,size,position_value,status,exit_time,exit_price,pnl,reason,stop_loss,target,trail_active,trail_stop
2025-08-21 09:44:00,CLEAN,LONG,1154.80,624,720595.20,CLOSED,2025-08-21 09:46:00,1154.28,-326.04,TRAIL,1149.03,1177.90,True,1154.28
2025-08-21 09:39:00,OLAELEC,SHORT,49.68,14518,721254.24,CLOSED,2025-08-21 09:40:00,49.93,-3606.27,SL,49.93,48.69,False,
2025-08-21 09:30:00,SWIGGY,LONG,437.00,1650,721050.00,CLOSED,2025-08-21 09:56:00,440.07,5072.93,TRAIL,434.81,445.74,True,440.07
2025-08-21 09:25:00,GODFRYPHLP,LONG,11345.50,63,714766.50,CLOSED,2025-08-21 09:26:00,11288.77,-3573.83,SL,11288.77,11572.41,False,
2025-08-21 09:44:00,WAAREEENER,LONG,3277.90,220,721138.00,CLOSED,2025-08-21 09:56:00,3274.26,-801.35,TRAIL,3261.51,3343.46,True,3274.26
2025-08-21 09:26:00,TCS,LONG,3094.30,233,720971.90,CLOSED,2025-08-21 15:21:00,3096.50,512.77,TRAIL,3078.83,3156.19,True,3096.50
2025-08-21 09:33:00,RELIANCE,LONG,1430.90,504,721173.60,CLOSED,2025-08-21 15:21:00,1423.75,-3605.87,SL,1423.75,1459.52,False,
2025-08-21 09:40:00,JWL,LONG,367.90,1960,721084.00,CLOSED,2025-08-21 09:44:00,369.01,2178.54,TRAIL,366.06,375.26,True,369.01
2025-08-21 10:05:00,INFY,LONG,1491.70,483,720491.10,CLOSED,2025-08-21 15:25:00,1496.50,2318.40,EOD,1484.24,1521.53,True,1491.93
2025-08-21 09:58:00,HDFCBANK,LONG,1990.00,362,720380.00,CLOSED,2025-08-21 15:25:00,1990.10,36.20,EOD,1980.05,2029.80,False,
