time,symbol,side,entry_price,size,position_value,status,exit_time,exit_price,pnl,reason,stop_loss,target,trail_active,trail_stop
2025-08-14 09:34:00,MUTHOOTFIN,SHORT,2760.00,271,747960.00,CLOSED,2025-08-14 09:36:00,2773.80,-3739.80,SL,2773.80,2704.80,False,
2025-08-14 09:25:00,INFY,LONG,1449.60,516,747993.60,CLOSED,2025-08-14 11:34:00,1458.98,4837.50,TRAIL,1442.35,1478.59,True,1458.97
2025-08-14 09:51:00,VMM,SHORT,144.40,5187,749002.80,CLOSED,2025-08-14 09:52:00,145.12,-3745.01,SL,145.12,141.51,False,
2025-08-14 09:57:00,WAAREEENER,LONG,2936.00,255,748680.00,CLOSED,2025-08-14 10:00:00,2921.32,-3743.40,SL,2921.32,2994.72,False,
2025-08-14 09:26:00,NAUKRI,LONG,1360.20,550,748110.00,CLOSED,2025-08-14 09:34:00,1353.40,-3740.55,SL,1353.40,1387.40,False,
2025-08-14 09:34:00,HBLENGINE,LONG,756.95,989,748623.55,CLOSED,2025-08-14 09:35:00,753.17,-3743.12,SL,753.17,772.09,False,
2025-08-14 10:01:00,BSE,SHORT,2465.40,303,747016.20,CLOSED,2025-08-14 10:11:00,2477.73,-3735.08,SL,2477.73,2416.09,False,
2025-08-14 09:36:00,HDFCBANK,LONG,1989.80,376,748164.80,CLOSED,2025-08-14 15:25:00,1989.00,-300.80,EOD,1979.85,2029.60,False,
2025-08-14 09:25:00,JUBLFOOD,LONG,660.95,1133,748856.35,CLOSED,2025-08-14 09:29:00,657.65,-3744.28,SL,657.65,674.17,False,
2025-08-14 09:53:00,BPCL,SHORT,320.20,2339,748947.80,CLOSED,2025-08-14 10:26:00,321.80,-3744.74,SL,321.80,313.80,False,
