time,symbol,side,entry_price,size,position_value,status,exit_time,exit_price,pnl,reason,stop_loss,target,trail_active,trail_stop
2025-08-20 09:25:00,OLAELEC,SHORT,47.48,14783,701896.84,CLOSED,2025-08-20 09:26:00,47.72,-3509.48,SL,47.72,46.53,False,
2025-08-20 09:25:00,BHARTIARTL,SHORT,1935.50,362,700651.00,CLOSED,2025-08-20 15:25:00,1929.70,2099.60,EOD,1945.18,1896.79,False,
2025-08-20 09:52:00,HAL,SHORT,4531.00,154,697774.00,CLOSED,2025-08-20 15:25:00,4473.60,8839.60,EOD,4553.65,4440.38,True,4493.45
2025-08-20 09:25:00,ETERNAL,LONG,327.50,2143,701832.50,CLOSED,2025-08-20 09:29:00,325.86,-3509.16,SL,325.86,334.05,False,
2025-08-20 09:33:00,M&M,LONG,3370.00,208,700960.00,CLOSED,2025-08-20 15:25:00,3395.00,5200.00,EOD,3353.15,3437.40,True,3378.67
2025-08-20 09:58:00,DABUR,LONG,529.60,1325,701720.00,CLOSED,2025-08-20 10:06:00,526.95,-3508.60,SL,526.95,540.19,False,
2025-08-20 09:33:00,BEL,SHORT,375.45,1869,701716.05,CLOSED,2025-08-20 15:25:00,371.85,6728.40,EOD,377.33,367.94,True,373.88
2025-08-20 09:26:00,HCLTECH,LONG,1466.90,478,701178.20,CLOSED,2025-08-20 14:49:00,1496.24,14023.56,TG,1459.57,1496.24,True,1484.98
2025-08-20 10:00:00,GODFRYPHLP,LONG,10550.00,66,696300.00,CLOSED,2025-08-20 10:02:00,10497.25,-3481.50,SL,10497.25,10761.00,False,
2025-08-20 09:25:00,AUROPHARMA,LONG,1068.30,657,701873.10,CLOSED,2025-08-20 09:30:00,1062.96,-3509.37,SL,1062.96,1089.67,False,
