time,symbol,side,entry_price,size,position_value,status,exit_time,exit_price,pnl,reason,stop_loss,target,trail_active,trail_stop
2025-08-19 09:30:00,RELIANCE,LONG,1413.60,505,713868.00,CLOSED,2025-08-19 15:25:00,1420.20,3333.00,EOD,1406.53,1441.87,True,1410.34
2025-08-19 09:25:00,BHARTIARTL,LONG,1931.10,369,712575.90,CLOSED,2025-08-19 09:52:00,1921.44,-3562.88,SL,1921.44,1969.72,False,
2025-08-19 09:27:00,OLAELEC,LONG,43.59,16381,714047.79,CLOSED,2025-08-19 09:30:00,43.37,-3570.24,SL,43.37,44.46,False,
2025-08-19 09:38:00,VEDL,LONG,447.85,1594,713872.90,CLOSED,2025-08-19 15:25:00,449.75,3028.60,EOD,445.61,456.81,True,447.62
2025-08-19 09:25:00,HAL,SHORT,4425.10,161,712441.10,CLOSED,2025-08-19 09:26:00,4447.23,-3562.21,SL,4447.23,4336.60,False,
2025-08-19 09:36:00,HDFCBANK,SHORT,1998.30,357,713393.10,CLOSED,2025-08-19 15:25:00,1991.50,2427.60,EOD,2008.29,1958.33,True,2001.60
2025-08-19 09:35:00,WAAREEENER,LONG,3081.00,231,711711.00,CLOSED,2025-08-19 09:41:00,3065.60,-3558.56,SL,3065.59,3142.62,False,
2025-08-19 09:50:00,MARUTI,LONG,14139.00,50,706950.00,CLOSED,2025-08-19 10:50:00,14068.30,-3534.75,SL,14068.31,14421.78,False,
2025-08-19 09:25:00,ICICIBANK,LONG,1438.50,496,713496.00,CLOSED,2025-08-19 09:50:00,1431.31,-3567.48,SL,1431.31,1467.27,False,
2025-08-19 09:50:00,M&M,LONG,3362.50,212,712850.00,CLOSED,2025-08-19 13:40:00,3364.58,439.90,TRAIL,3345.69,3429.75,True,3364.57
