time,symbol,side,entry_price,size,position_value,status,exit_time,exit_price,pnl,reason,stop_loss,target,trail_active,trail_stop
2025-08-11 09:35:00,HBLENGINE,LONG,678.00,1189,806142.00,CLOSED,2025-08-11 09:37:00,674.61,-4030.71,SL,674.61,691.56,False,
2025-08-11 09:32:00,PGEL,SHORT,500.50,1610,805805.00,CLOSED,2025-08-11 09:33:00,503.00,-4029.02,SL,503.00,490.49,False,
2025-08-11 09:41:00,SBIN,LONG,821.45,981,805842.45,CLOSED,2025-08-11 15:25:00,822.95,1471.50,EOD,817.34,837.88,False,
2025-08-11 09:56:00,TATAMOTORS,LONG,650.70,1239,806217.30,CLOSED,2025-08-11 09:59:00,647.45,-4031.09,SL,647.45,663.71,False,
2025-08-11 09:28:00,BSE,SHORT,2390.00,337,805430.00,CLOSED,2025-08-11 09:40:00,2401.95,-4027.15,SL,2401.95,2342.20,False,
2025-08-11 10:00:00,VOLTAS,LONG,1242.00,649,806058.00,CLOSED,2025-08-11 10:32:00,1240.62,-892.38,TRAIL,1235.79,1266.84,True,1240.62
2025-08-11 09:25:00,AMBER,SHORT,6964.00,115,800860.00,CLOSED,2025-08-11 09:26:00,6998.82,-4004.30,SL,6998.82,6824.72,False,
2025-08-11 09:30:00,CDSL,SHORT,1559.50,517,806261.50,CLOSED,2025-08-11 09:38:00,1567.30,-4031.31,SL,1567.30,1528.31,False,
2025-08-11 09:53:00,RELIANCE,LONG,1371.90,587,805305.30,CLOSED,2025-08-11 15:25:00,1384.10,7161.40,EOD,1365.04,1399.34,True,1377.59
2025-08-11 09:34:00,MANAPPURAM,SHORT,254.85,3163,806090.55,CLOSED,2025-08-11 09:35:00,256.12,-4030.45,SL,256.12,249.75,False,
