time,symbol,side,entry_price,size,position_value,status,exit_time,exit_price,pnl,reason,stop_loss,target,trail_active,trail_stop
2025-08-18 09:25:00,ADANIPORTS,SHORT,1306.50,553,722494.50,CLOSED,2025-08-18 09:28:00,1313.03,-3612.47,SL,1313.03,1280.37,False,
2025-08-18 09:56:00,MARUTI,LONG,13898.00,52,722696.00,CLOSED,2025-08-18 12:13:00,14019.06,6295.25,TRAIL,13828.51,14175.96,True,14019.06
2025-08-18 09:28:00,HEROMOTOCO,LONG,5084.80,142,722041.60,CLOSED,2025-08-18 09:31:00,5059.38,-3610.21,SL,5059.38,5186.50,False,
2025-08-18 09:44:00,ETERNAL,SHORT,318.00,2275,723450.00,CLOSED,2025-08-18 15:25:00,314.65,7621.25,EOD,319.59,311.64,True,316.36
2025-08-18 09:38:00,VOLTAS,SHORT,1350.10,536,723653.60,CLOSED,2025-08-18 09:49:00,1356.85,-3618.27,SL,1356.85,1323.10,False,
2025-08-18 09:49:00,M&M,LONG,3417.00,211,720987.00,CLOSED,2025-08-18 14:20:00,3399.92,-3604.94,SL,3399.91,3485.34,False,
2025-08-18 09:35:00,BAJFINANCE,LONG,915.00,790,722850.00,CLOSED,2025-08-18 09:40:00,912.75,-1775.43,TRAIL,910.42,933.30,True,912.75
2025-08-18 09:41:00,AMBER,LONG,7440.00,97,721680.00,CLOSED,2025-08-18 09:58:00,7438.79,-117.61,TRAIL,7402.80,7588.80,True,7438.79
2025-08-18 09:35:00,BAJAJ-AUTO,LONG,8600.00,84,722400.00,CLOSED,2025-08-18 10:26:00,8557.00,-3612.00,SL,8557.00,8772.00,False,
2025-08-18 09:25:00,HDFCBANK,LONG,2018.90,358,722766.20,CLOSED,2025-08-18 10:51:00,2008.81,-3613.83,SL,2008.81,2059.28,False,
