time,symbol,side,entry_price,size,position_value,status,exit_time,exit_price,pnl,reason,stop_loss,target,trail_active,trail_stop
2025-08-22 09:36:00,BSE,LONG,2346.80,306,718120.80,CLOSED,2025-08-22 09:43:00,2335.07,-3590.60,SL,2335.07,2393.74,False,
2025-08-22 09:25:00,OLAELEC,SHORT,48.31,14893,719480.83,CLOSED,2025-08-22 09:26:00,48.55,-3597.40,SL,48.55,47.34,False,
2025-08-22 09:25:00,VEDL,SHORT,444.60,1618,719362.80,CLOSED,2025-08-22 09:47:00,446.82,-3596.81,SL,446.82,435.71,False,
2025-08-22 10:00:00,HDFCBANK,SHORT,1971.00,365,719415.00,CLOSED,2025-08-22 13:20:00,1971.78,-284.06,TRAIL,1980.86,1931.58,True,1971.78
2025-08-22 09:52:00,TITAGARH,SHORT,850.50,845,718672.50,CLOSED,2025-08-22 10:08:00,854.75,-3593.36,SL,854.75,833.49,False,
2025-08-22 09:50:00,WAAREEENER,LONG,3214.00,223,716722.00,CLOSED,2025-08-22 11:54:00,3197.93,-3583.61,SL,3197.93,3278.28,False,
2025-08-22 09:56:00,LEMONTREE,SHORT,166.75,4314,719359.50,CLOSED,2025-08-22 09:59:00,167.58,-3596.80,SL,167.58,163.41,False,
2025-08-22 10:00:00,ICICIBANK,SHORT,1430.70,502,718211.40,CLOSED,2025-08-22 11:41:00,1437.85,-3591.06,SL,1437.85,1402.09,False,
2025-08-22 09:29:00,SWIGGY,LONG,427.60,1682,719223.20,CLOSED,2025-08-22 09:30:00,425.46,-3596.12,SL,425.46,436.15,False,
2025-08-22 09:25:00,ETERNAL,LONG,321.55,2237,719307.35,CLOSED,2025-08-22 09:48:00,319.94,-3596.54,SL,319.94,327.98,False,
